path,category
sorted_images/Papier ou Carton/Autre déchet papier/carton/1694844549476-image1694844503099.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1697980863478-user.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Carton/1694419396708-image1694419315730.jpg,Papier ou Carton/Carton
sorted_images/Métaux/Autre déchet métaux/1691152148379-image1691152140976.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Cartouche chasse/1695553570036-image1695553551933.jpg,Métaux/Cartouche chasse
sorted_images/Métaux/Autre déchet métaux/1692438529933-image1692438531985.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Canette/1689672064507-image1689672061999.jpg,Métaux/Canette
sorted_images/Plastique/Emballage plastique/1697464829190-user.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1694625664650-image1694625604894.jpg,Autre déchet papier/carton
sorted_images/Verre/Bouteille en verre/1696092994999-image1696093007048.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Autre déchet plastique/1692542594790-user.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Emballage plastique/1693152532482-image1693152558937.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouteille en plastique/1693126699856-user.jpg,Plastique/Bouteille en plastique
sorted_images/Verre/Bouteille en verre/1690994324058-image1690994314681.jpg,Verre/Bouteille en verre
sorted_images/Métaux/Canette/1695564948435-image1695564933221.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1698333061257-image1698333059877.jpg,Métaux/Canette
sorted_images/Verre/Bouteille en verre/1693807111037-image1693806900397.jpg,Verre/Bouteille en verre
sorted_images/Papier ou Carton/Carton/1690006658651-user.jpg,Papier ou Carton/Carton
sorted_images/Papier ou Carton/Autre déchet papier/carton/1698392254257-user.jpg,Autre déchet papier/carton
sorted_images/Plastique/Emballage plastique/1691073735814-user.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Autre déchet plastique/1691684744054-image1691684765261.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1694109062356-image1694108994044.jpg,Métaux/Canette
sorted_images/Métaux/Autre déchet métaux/1698249747139-image1698249758310.jpg,Métaux/Autre déchet métaux
sorted_images/Textile/Autre déchet textile/1696586235999-image1696586235568.jpg,Textile/Autre déchet textile
sorted_images/Verre/< 10 morceaux de verre/1693116317972-image1693040640246.jpg,Verre/< 10 morceaux de verre
sorted_images/Plastique/Emballage plastique/1695279703199-image1695279686761.jpg,Plastique/Emballage plastique
sorted_images/Verre/Bouteille en verre/1691573700675-image1691573312856.jpg,Verre/Bouteille en verre
sorted_images/Mégots/< 10 mégots/1692454413849-image1692454439298.jpg,Mégots/< 10 mégots
sorted_images/Plastique/Bouteille en plastique/1690027140188-image1690027140781.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Autre déchet plastique/1691920060056-image1691920071920.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Capsule/1691130965648-user.jpg,Plastique/Capsule
sorted_images/Plastique/Polystyrène/1691332307722-image1691332332627.jpg,Plastique/Polystyrène
sorted_images/Métaux/Canette/1693554549767-image1693554485923.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Emballage bonbon/1697469481972-image1697469460908.jpg,Papier ou Carton/Emballage bonbon
sorted_images/Métaux/Canette/1692258304143-image1692258323786.jpg,Métaux/Canette
sorted_images/Plastique/Bouchon en plastique/1695544484254-image1695544478302.jpg,Plastique/Bouchon en plastique
sorted_images/Plastique/Emballage plastique/1693678763704-image1693678722321.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Autre déchet plastique/1695648172754-image1695648143010.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Autre déchet métaux/1693044875554-image1693044907684.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Sac en plastique/1695884623769-user.jpg,Plastique/Sac en plastique
sorted_images/Plastique/Emballage plastique/1695883589803-user.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Canette/1694071104857-user.jpg,Métaux/Canette
sorted_images/Plastique/Emballage plastique/1692893553994-image1692890887974.jpg,Plastique/Emballage plastique
sorted_images/Métaux/Autre déchet métaux/1689931420423-image1689931402441.jpg,Métaux/Autre déchet métaux
sorted_images/Plastique/Bouchon en plastique/1692686199770-image1692686183177.jpg,Plastique/Bouchon en plastique
sorted_images/Papier ou Carton/Récipient liquide/1693426724335-user.jpg,Papier ou Carton/Récipient liquide
sorted_images/Plastique/Autre déchet plastique/1697990796928-image1697990802697.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Gobelet en plastique/1692117432637-image1692117447763.jpg,Plastique/Gobelet en plastique
sorted_images/Plastique/Bouteille en plastique/1693738160713-image1693738070534.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Autre déchet plastique/1698052038946-image1698052036692.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Autre déchet plastique/1691314834519-image1691314854664.jpg,Plastique/Autre déchet plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1692436467960-image1692436486274.jpg,Autre déchet papier/carton
sorted_images/Plastique/Autre déchet plastique/1696174262699-user.jpg,Plastique/Autre déchet plastique
sorted_images/Verre/Bouteille en verre/1696587059204-image1696587073710.jpg,Verre/Bouteille en verre
sorted_images/Plastique/Bouteille en plastique/1697909069462-user.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Polystyrène/1693895332950-user.jpg,Plastique/Polystyrène
sorted_images/Papier ou Carton/Autre déchet papier/carton/1694888369786-user.jpg,Autre déchet papier/carton
sorted_images/Papier ou Carton/Autre déchet papier/carton/1695372307695-image1695372278955.jpg,Autre déchet papier/carton
sorted_images/Mégots/Mégots/1694193871206-image1694193748662.jpg,Mégots/Mégots
sorted_images/Plastique/Bouteille en plastique/1690789363041-image1690789392680.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Bouchon en plastique/1692539172370-user.jpg,Plastique/Bouchon en plastique
sorted_images/Papier ou Carton/Carton/1690652884527-image1690652842568.jpg,Papier ou Carton/Carton
sorted_images/Plastique/Bouteille en plastique/1689746543586-image1689746536051.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Bouteille en plastique/1697382555114-user.jpg,Plastique/Bouteille en plastique
sorted_images/Mégots/Mégots/1690473172173-image1690473178280.jpg,Mégots/Mégots
sorted_images/Plastique/Autre déchet plastique/1691595940297-user.jpg,Plastique/Autre déchet plastique
sorted_images/Métaux/Canette/1691488464119-image1691488495566.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1693762801813-user.jpg,Métaux/Canette
sorted_images/Plastique/Emballage plastique/1694154522758-image1694154483792.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1693116367970-image1693042182363.jpg,Autre déchet papier/carton
sorted_images/Plastique/Sac en plastique/1691510780845-user.jpg,Plastique/Sac en plastique
sorted_images/Plastique/Autre déchet plastique/1696163145920-image1696163114653.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Autre déchet plastique/1691247743832-user.jpg,Plastique/Autre déchet plastique
sorted_images/Papier ou Carton/Récipient liquide/1692090296111-image1692090310467.jpg,Papier ou Carton/Récipient liquide
sorted_images/Métaux/Canette/1695021721402-user.jpg,Métaux/Canette
sorted_images/Plastique/Emballage plastique/1697628543115-image1697628537677.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouteille en plastique/1694331409515-user.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Bouteille en plastique/1694251163512-image1694251126731.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1698250511742-image1698250521704.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Récipient liquide/1695192868765-user.jpg,Papier ou Carton/Récipient liquide
sorted_images/Papier ou Carton/Emballage bonbon/1696343479578-image1696343472104.jpg,Papier ou Carton/Emballage bonbon
sorted_images/Plastique/Bouteille en plastique/1693576547583-user.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Briquet/1696666124015-image1696666103832.jpg,Plastique/Briquet
sorted_images/Papier ou Carton/Ticket/1691918777422-user.jpg,Papier ou Carton/Ticket
sorted_images/Papier ou Carton/Autre déchet papier/carton/1694257029930-image1694256974000.jpg,Autre déchet papier/carton
sorted_images/Plastique/Bouteille en plastique/1691398527122-image1691398492256.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Bouteille en plastique/1694366881172-user.jpg,Plastique/Bouteille en plastique
sorted_images/Métaux/Canette/1697545131066-image1697545124754.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1691682785569-user.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Autre déchet plastique/1693679323942-image1693679269474.jpg,Plastique/Autre déchet plastique
sorted_images/Textile/Autre déchet textile/1695885057319-user.jpg,Textile/Autre déchet textile
sorted_images/Papier ou Carton/Journaux/1692041606585-user.jpg,Papier ou Carton/Journaux
sorted_images/Papier ou Carton/Autre déchet papier/carton/1695486220518-image1695486207091.jpg,Autre déchet papier/carton
sorted_images/Papier ou Carton/Autre déchet papier/carton/1692520035728-image1692520039317.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1697966824264-image1697966841041.jpg,Métaux/Canette
sorted_images/Métaux/Canette/1690100929164-image1690100936891.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Autre déchet papier/carton/1697183873188-image1697183747403.jpg,Autre déchet papier/carton
sorted_images/Papier ou Carton/Autre déchet papier/carton/1697953708657-image1697953729292.jpg,Autre déchet papier/carton
sorted_images/Métaux/Canette/1698395234496-image1698395112499.jpg,Métaux/Canette
sorted_images/Verre/< 10 morceaux de verre/1691004667902-image1691004690091.jpg,Verre/< 10 morceaux de verre
sorted_images/Papier ou Carton/Emballage bonbon/1694167968637-image1694167902008.jpg,Papier ou Carton/Emballage bonbon
sorted_images/Papier ou Carton/Récipient liquide/1697642042699-image1697642047267.jpg,Papier ou Carton/Récipient liquide
sorted_images/Plastique/Emballage plastique/1694850869546-user.jpg,Plastique/Emballage plastique
sorted_images/Matières Organiques/Pelure de légume/1696889008073-user.jpg,Matières Organiques/Pelure de légume
sorted_images/Métaux/Autre déchet métaux/1695399493327-user.jpg,Métaux/Autre déchet métaux
sorted_images/Mégots/~ 50 mégots/1694957551156-image1694957551867.jpg,Mégots/~ 50 mégots
sorted_images/Mégots/Mégots/1689838456086-user.jpg,Mégots/Mégots
sorted_images/Verre/Bouteille en verre/1694863185725-user.jpg,Verre/Bouteille en verre
sorted_images/Verre/Bouteille en verre/1689933012911-image1689933010545.jpg,Verre/Bouteille en verre
sorted_images/Papier ou Carton/Emballage bonbon/1693427252167-user.jpg,Papier ou Carton/Emballage bonbon
sorted_images/Mégots/Mégots/1698153667517-image1698151691552.jpg,Mégots/Mégots
sorted_images/Métaux/Canette/1691091347643-user.jpg,Métaux/Canette
sorted_images/Mégots/Mégots/1697040798456-user.jpg,Mégots/Mégots
sorted_images/Plastique/Autre déchet plastique/1691140456996-image1691140484693.jpg,Plastique/Autre déchet plastique
sorted_images/Plastique/Bouteille en plastique/1698391124471-user.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Gobelet en plastique/1693064665588-image1693064501030.jpg,Plastique/Gobelet en plastique
sorted_images/Métaux/Canette/1697116395099-image1697116408977.jpg,Métaux/Canette
sorted_images/Métaux/Autre déchet métaux/1690731601431-image1690731613215.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Autre déchet métaux/1697542695480-user.jpg,Métaux/Autre déchet métaux
sorted_images/Métaux/Canette/1696088793820-image1696088782252.jpg,Métaux/Canette
sorted_images/Matières Organiques/Pelure de légume/1697787120844-user.jpg,Matières Organiques/Pelure de légume
sorted_images/Plastique/Polystyrène/1693161674863-image1693161680033.jpg,Plastique/Polystyrène
sorted_images/Métaux/Canette/1689922356247-user.jpg,Métaux/Canette
sorted_images/Textile/Autre déchet textile/1697182654504-user.jpg,Textile/Autre déchet textile
sorted_images/Métaux/Canette/1695541690997-user.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Carton/1694691411043-image1694691325728.jpg,Papier ou Carton/Carton
sorted_images/Métaux/Canette/1696587590292-image1696587603367.jpg,Métaux/Canette
sorted_images/Plastique/Autre déchet plastique/1691425586232-image1691425611252.jpg,Plastique/Autre déchet plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1690555995438-user.jpg,Autre déchet papier/carton
sorted_images/Papier ou Carton/Carton/1694767881611-image1694767885674.jpg,Papier ou Carton/Carton
sorted_images/Métaux/Canette/1695021701759-image1695021673100.jpg,Métaux/Canette
sorted_images/Papier ou Carton/Autre déchet papier/carton/1691415888143-user.jpg,Autre déchet papier/carton
sorted_images/Plastique/Emballage plastique/1689933128121-image1689933131684.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouteille en plastique/1697270997238-image1697270982724.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Emballage plastique/1695833296095-image1695833282469.jpg,Plastique/Emballage plastique
sorted_images/Papier ou Carton/Carton/1691315461546-user.jpg,Papier ou Carton/Carton
sorted_images/Papier ou Carton/Autre déchet papier/carton/1696175019976-image1696174991813.jpg,Autre déchet papier/carton
sorted_images/Plastique/Bouteille en plastique/1697187959693-image1697187977476.jpg,Plastique/Bouteille en plastique
sorted_images/Mégots/Mégots/1694324870713-image1694324589902.jpg,Mégots/Mégots
sorted_images/Plastique/Bouteille en plastique/1690099552672-image1690099554473.jpg,Plastique/Bouteille en plastique
sorted_images/Matières Organiques/Autre déchet organique/1691738727951-image1691738590081.jpg,Matières Organiques/Autre déchet organique
sorted_images/Papier ou Carton/Carton/1690732188619-image1690732210566.jpg,Papier ou Carton/Carton
sorted_images/Plastique/Bouteille en plastique/1695493279011-user.jpg,Plastique/Bouteille en plastique
sorted_images/Plastique/Emballage plastique/1695220162168-image1695220150606.jpg,Plastique/Emballage plastique
sorted_images/Verre/< 10 morceaux de verre/1695544814140-user.jpg,Verre/< 10 morceaux de verre
sorted_images/Plastique/Autre déchet plastique/1693058727908-user.jpg,Plastique/Autre déchet plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1695571553337-image1695571504640.jpg,Autre déchet papier/carton
sorted_images/Métaux/Autre déchet métaux/1695372717295-image1695372676812.jpg,Métaux/Autre déchet métaux
sorted_images/Papier ou Carton/Autre déchet papier/carton/1691669498113-image1691669484885.jpg,Autre déchet papier/carton
sorted_images/Mégots/~ 25 mégots/1693044921814-image1693044953679.jpg,Mégots/~ 25 mégots
sorted_images/Mégots/~ 25 mégots/1691823540020-image1691822900763.jpg,Mégots/~ 25 mégots
sorted_images/Plastique/Emballage plastique/1696773835652-user.jpg,Plastique/Emballage plastique
sorted_images/Plastique/Bouteille en plastique/1689677262122-user.jpg,Plastique/Bouteille en plastique
sorted_images/Papier ou Carton/Autre déchet papier/carton/1692102535276-image1692102562306.jpg,Autre déchet papier/carton
